Max,Time,Integral,Time Of Threshold,INTNS
[39.79978025],1662555469.7150578,[4942.98620437],440,[4942.98620437]
[48.46783055],1662555469.7198033,[5525.45476743],520,[5525.45476743]
[50.17702356],1662555469.7233143,[5870.58967159],624,[5870.58967159]
[1000.12208522],1662555469.7324064,[122390.06226345],4200,[122390.06226345]
[56.15919912],1662555469.7565317,[6201.31852033],648,[6201.31852033]
[57.74630692],1662555469.7708588,[5928.2138933],560,[5928.2138933]
[71.29776584],1662555469.7747488,[7208.03320718],784,[7208.03320718]
[71.41985106],1662555469.7842734,[6903.91893542],712,[6903.91893542]
[265.90159932],1662555469.800542,[17496.15431571],1072,[17496.15431571]
[49.93285313],1662555469.804712,[5352.46001709],440,[5352.46001709]
[61.28677817],1662555469.8110592,[6676.35209376],704,[6676.35209376]
[44.194848],1662555469.8184295,[5591.502869],584,[5591.502869]
[94.616042],1662555469.829142,[8232.93859114],768,[8232.93859114]
[197.77804908],1662555469.846244,[13662.4343792],1088,[13662.4343792]
[95.95897937],1662555469.8608077,[8590.40410206],848,[8590.40410206]
[71.7861067],1662555469.8644161,[6677.69503113],640,[6677.69503113]
[55.54877304],1662555469.8926342,[5806.86118911],544,[5806.86118911]
[79.84373092],1662555469.9143436,[7399.58491027],816,[7399.58491027]
[52.74081309],1662555469.9485607,[5718.34940789],592,[5718.34940789]
[69.34440239],1662555469.96335,[6613.11195214],632,[6613.11195214]
[46.27029667],1662555469.974352,[5225.24722256],456,[5225.24722256]
[72.76278843],1662555469.9952133,[6881.45525577],656,[6881.45525577]
[43.95067757],1662555470.003328,[5241.11830057],456,[5241.11830057]
[136.00293005],1662555470.0176318,[10380.29544622],896,[10380.29544622]
[86.19216213],1662555470.0273156,[8170.79721646],840,[8170.79721646]
[43.58442193],1662555470.0404522,[5159.80954706],440,[5159.80954706]
[57.62422171],1662555470.0880435,[5997.06995483],568,[5997.06995483]
[106.58039311],1662555470.1238549,[8384.69051398],792,[8384.69051398]
[44.9273593],1662555470.141847,[5358.56427787],520,[5358.56427787]
[50.05493835],1662555470.1573255,[5614.69905994],544,[5614.69905994]
[91.31974118],1662555470.1691668,[7529.72774997],656,[7529.72774997]
[41.63105848],1662555470.1831558,[5435.96630448],584,[5435.96630448]
[83.99462825],1662555470.1877084,[7440.8497131],648,[7440.8497131]
[317.54364546],1662555470.1921637,[21207.66695153],1360,[21207.66695153]
[67.51312416],1662555470.2174911,[6715.2972775],656,[6715.2972775]
[204.73690636],1662555470.2290466,[13949.82297644],1056,[13949.82297644]
[54.08375046],1662555470.237494,[5743.37687706],608,[5743.37687706]
[106.94664876],1662555470.2650137,[8544.1338054],816,[8544.1338054]
[61.65303382],1662555470.2774785,[6516.78671713],656,[6516.78671713]
[109.02209742],1662555470.281472,[9134.78207789],824,[9134.78207789]
[138.56671957],1662555470.2868233,[10872.90929068],976,[10872.90929068]
[101.81906971],1662555470.2914014,[8621.78000244],904,[8621.78000244]
[64.46099377],1662555470.300836,[6711.75680625],696,[6711.75680625]
[42.97399585],1662555470.3170877,[5648.63874985],576,[5648.63874985]
[135.02624832],1662555470.3277063,[10549.38346966],928,[10549.38346966]
[52.00830179],1662555470.3345528,[6064.21682334],624,[6064.21682334]
[64.21682334],1662555470.341642,[6575.87596142],680,[6575.87596142]
[57.25796606],1662555470.3489876,[6300.20754487],624,[6300.20754487]
[68.48980588],1662555470.3606668,[6645.34244903],624,[6645.34244903]
[73.25112929],1662555470.3653271,[6887.80368697],656,[6887.80368697]
[61.5309486],1662555470.3772848,[6351.48333537],640,[6351.48333537]
[52.8628983],1662555470.4133165,[5661.21352704],512,[5661.21352704]
[67.14686851],1662555470.4239306,[6983.88475156],744,[6983.88475156]
[44.43901843],1662555470.4564772,[5221.95092174],504,[5221.95092174]
[114.02759126],1662555470.4823933,[9267.48870712],824,[9267.48870712]
[54.69417654],1662555470.4870713,[5726.16286168],544,[5726.16286168]
[1000.12208522],1662555470.494972,[95082.89586131],3512,[95082.89586131]
[61.89720425],1662555470.520972,[6270.5408375],624,[6270.5408375]
[90.22097424],1662555470.52629,[7977.78049078],720,[7977.78049078]
[52.00830179],1662555470.5379555,[5786.22878769],576,[5786.22878769]
[47.85740447],1662555470.5527592,[5522.40263704],496,[5522.40263704]
[43.95067757],1662555470.5672867,[5454.64534245],488,[5454.64534245]
[69.71065804],1662555470.580764,[6773.89818093],624,[6773.89818093]
[62.38554511],1662555470.588894,[6006.59260164],624,[6006.59260164]
[58.47881822],1662555470.5948262,[5965.81613967],608,[5965.81613967]
[77.76828226],1662555470.6066823,[7541.20376022],744,[7541.20376022]
[73.86155537],1662555470.6102774,[7382.61506532],760,[7382.61506532]
[151.14149676],1662555470.6297932,[11872.90929068],968,[11872.90929068]
[49.6886827],1662555470.6332214,[5635.08729093],568,[5635.08729093]
[74.22781101],1662555470.637463,[6983.39641069],632,[6983.39641069]
[894.39628861],1662555470.6498098,[71047.24697839],2704,[71047.24697839]
[69.22231718],1662555470.6596296,[6606.39726529],688,[6606.39726529]
[98.03442803],1662555470.6742787,[8717.12855573],840,[8717.12855573]
[1000.12208522],1662555470.708374,[100299.10877792],3688,[100299.10877792]
[77.89036748],1662555470.7130475,[7071.29776584],720,[7071.29776584]
[49.20034184],1662555470.727162,[5762.78842632],584,[5762.78842632]
[39.18935417],1662555470.731836,[4822.24392626],432,[4822.24392626]
[67.0247833],1662555470.7357051,[6456.11036503],616,[6456.11036503]
[49.20034184],1662555470.7510622,[5569.405445],528,[5569.405445]
[87.29092907],1662555470.7542305,[7705.65254548],704,[7705.65254548]
[43.09608106],1662555470.7596366,[5363.93602735],512,[5363.93602735]
[76.05908924],1662555470.7642562,[6820.29056281],640,[6820.29056281]
[76.05908924],1662555470.7642562,[6820.29056281],640,[6820.29056281]
[37.60224637],1662555470.768538,[5048.71200098],440,[5048.71200098]
[103.77243316],1662555470.7849743,[8619.94872421],840,[8619.94872421]
[47.85740447],1662555470.7902133,[5610.05982176],576,[5610.05982176]
[82.28543523],1662555470.7984903,[7712.24514711],784,[7712.24514711]
[57.25796606],1662555470.80876,[6025.2716396],568,[6025.2716396]
[45.17152973],1662555470.813387,[5282.62727384],464,[5282.62727384]
[54.20583567],1662555470.8293085,[5983.76266634],632,[5983.76266634]
[48.34574533],1662555470.8412828,[5485.7770724],496,[5485.7770724]
[57.50213649],1662555470.8666055,[6410.32840923],672,[6410.32840923]
[123.18398242],1662555470.8826935,[9992.55280186],960,[9992.55280186]
[68.12355024],1662555470.8868163,[6783.17665731],728,[6783.17665731]
[93.8835307],1662555470.8963053,[8177.51190331],888,[8177.51190331]
[135.6366744],1662555470.9045806,[10545.11048712],944,[10545.11048712]
[56.40336955],1662555470.912308,[5946.77084605],608,[5946.77084605]
[46.27029667],1662555470.9197826,[5426.32157246],536,[5426.32157246]
[157.12367232],1662555470.924298,[11542.66878281],1032,[11542.66878281]
[87.04675864],1662555470.9442384,[7745.94066658],832,[7745.94066658]
[58.23464778],1662555470.954923,[6157.00158711],592,[6157.00158711]
[47.49114882],1662555470.9651024,[5689.53729703],560,[5689.53729703]
[274.4475644],1662555470.9776855,[17691.85691613],1208,[17691.85691613]
[69.95482847],1662555471.0248554,[6893.05335124],720,[6893.05335124]
[196.43511171],1662555471.0297437,[13905.26187279],1080,[13905.26187279]
[70.93151019],1662555471.0477078,[6802.09986571],672,[6802.09986571]
[42.97399585],1662555471.0518184,[4957.14808937],440,[4957.14808937]
[81.91917959],1662555471.0679178,[7664.50982786],776,[7664.50982786]
[40.89854719],1662555471.0729516,[5127.21279453],512,[5127.21279453]
[51.2757905],1662555471.0786693,[5803.32071786],624,[5803.32071786]
[81.43083873],1662555471.0825706,[7491.63716274],744,[7491.63716274]
[81.43083873],1662555471.0825706,[7491.63716274],744,[7491.63716274]
[46.27029667],1662555471.102894,[5500.7935539],528,[5500.7935539]
[143.45012819],1662555471.1219196,[10934.31815407],880,[10934.31815407]
[60.31009645],1662555471.1421564,[6425.58906116],712,[6425.58906116]
[218.28836528],1662555471.1518416,[14529.9719204],1144,[14529.9719204]
[53.22915395],1662555471.1613176,[5847.027225],568,[5847.027225]
[86.43633256],1662555471.1769764,[7797.3385423],760,[7797.3385423]
[89.00012209],1662555471.1808712,[7838.23708949],768,[7838.23708949]
[97.54608717],1662555471.18704,[8645.70870468],816,[8645.70870468]
[49.56659749],1662555471.1956575,[5475.03357343],512,[5475.03357343]
[102.91783665],1662555471.2303267,[8802.22195092],960,[8802.22195092]
[50.29910878],1662555471.239946,[5724.69783909],512,[5724.69783909]
[59.33341472],1662555471.243698,[5951.8984251],576,[5951.8984251]
[52.61872787],1662555471.248087,[5806.98327433],616,[5806.98327433]
[76.54743011],1662555471.2620597,[7340.37358076],784,[7340.37358076]
[88.14552558],1662555471.2885768,[7860.33451349],808,[7860.33451349]
[403.73580759],1662555471.3358772,[26611.52484434],1600,[26611.52484434]
[48.46783055],1662555471.3480682,[5685.50848492],552,[5685.50848492]
[176.41313637],1662555471.3726802,[12554.63313393],1048,[12554.63313393]
[104.1386888],1662555471.3902035,[8611.15858869],856,[8611.15858869]
[52.61872787],1662555471.397584,[5756.80625076],576,[5756.80625076]
[82.0412648],1662555471.4034998,[7170.30887559],672,[7170.30887559]
[63.48431205],1662555471.4128397,[6376.9991454],632,[6376.9991454]
[273.34879746],1662555471.4168305,[18301.06214137],1312,[18301.06214137]
[71.66402149],1662555471.4269917,[6791.60053717],656,[6791.60053717]
[75.93700403],1662555471.4333856,[7210.47491149],712,[7210.47491149]
[240.14161885],1662555471.4531772,[16246.24587962],1152,[16246.24587962]
[84.97130997],1662555471.487987,[7418.99645953],744,[7418.99645953]
[128.18947625],1662555471.4984522,[10060.06592602],880,[10060.06592602]
[37.96850201],1662555471.5042388,[4847.88182151],424,[4847.88182151]
[257.23354902],1662555471.5149572,[18104.01660359],1264,[18104.01660359]
[132.95079966],1662555471.5296087,[10447.32022952],984,[10447.32022952]
[37.48016115],1662555471.554375,[4908.68025882],456,[4908.68025882]
[61.65303382],1662555471.5591934,[6461.48211452],656,[6461.48211452]
[53.5954096],1662555471.5653858,[5793.30973019],544,[5793.30973019]
[40.77646197],1662555471.5780895,[4980.83262117],424,[4980.83262117]
[43.3402515],1662555471.5813792,[5266.26785496],496,[5266.26785496]
[64.82724942],1662555471.5847318,[6448.78525211],632,[6448.78525211]
[38.09058723],1662555471.5974703,[4908.06983274],448,[4908.06983274]
[48.22366011],1662555471.634675,[5540.47124893],528,[5540.47124893]
[205.10316201],1662555471.6453927,[14437.55341228],1072,[14437.55341228]
[52.49664266],1662555471.6595836,[6076.91368575],632,[6076.91368575]
[47.97948968],1662555471.6627967,[5395.43401294],488,[5395.43401294]
[242.94957881],1662555471.682895,[16744.23147357],1112,[16744.23147357]
[97.30191674],1662555471.6909122,[8615.30948602],776,[8615.30948602]
[63.24014162],1662555471.703456,[6659.62641924],664,[6659.62641924]
[87.5350995],1662555471.7186813,[7531.19277255],720,[7531.19277255]
[40.53229154],1662555471.739881,[5222.07300696],480,[5222.07300696]
[64.94933464],1662555471.7507925,[6398.36405811],624,[6398.36405811]
[107.19081919],1662555471.7618232,[8735.31925284],808,[8735.31925284]
[96.93566109],1662555471.7758698,[7991.3319497],752,[7991.3319497]
[51.39787572],1662555471.779224,[5901.23306068],592,[5901.23306068]
[69.83274325],1662555471.7901676,[6922.47588817],720,[6922.47588817]
[39.06726895],1662555471.8063047,[4897.69258943],408,[4897.69258943]
[76.42534489],1662555471.8238766,[7403.36955195],808,[7403.36955195]
[269.31998535],1662555471.8500931,[17630.69222317],1280,[17630.69222317]
[42.24148456],1662555471.8614683,[5358.8084483],520,[5358.8084483]
[77.89036748],1662555471.8722253,[7488.82920278],792,[7488.82920278]
[72.03027713],1662555471.8761992,[7025.51581004],672,[7025.51581004]
[283.84812599],1662555471.8900232,[18341.4723477],1184,[18341.4723477]
[283.84812599],1662555471.8900232,[18341.4723477],1184,[18341.4723477]
[123.67232328],1662555471.9312546,[9943.2303748],936,[9943.2303748]
[84.84922476],1662555471.9607546,[7614.3328043],744,[7614.3328043]
[42.24148456],1662555471.9766374,[5136.97961177],496,[5136.97961177]
[96.93566109],1662555471.9914865,[8388.47515566],816,[8388.47515566]
[138.81089],1662555472.0072463,[10637.89525088],992,[10637.89525088]
[54.81626175],1662555472.0411265,[5958.73519717],576,[5958.73519717]
[84.97130997],1662555472.048769,[7869.61298987],768,[7869.61298987]
[109.02209742],1662555472.0603263,[9106.70247833],904,[9106.70247833]
[57.38005128],1662555472.0922587,[6110.36503479],600,[6110.36503479]
[68.6118911],1662555472.0981731,[6645.95287511],648,[6645.95287511]
[289.21987547],1662555472.1070154,[18843.48675375],1200,[18843.48675375]
[46.5144671],1662555472.1119404,[5538.15162984],528,[5538.15162984]
[52.98498352],1662555472.1455262,[5521.79221096],464,[5521.79221096]
[87.29092907],1662555472.1531122,[7364.18019778],632,[7364.18019778]
[50.17702356],1662555472.1613035,[5386.64387743],528,[5386.64387743]
[60.18801123],1662555472.170665,[6255.15810035],616,[6255.15810035]
[69.95482847],1662555472.1929355,[6700.15871078],696,[6700.15871078]
[52.61872787],1662555472.1972718,[6014.89439629],624,[6014.89439629]
[43.82859236],1662555472.21044,[5382.4929801],552,[5382.4929801]
[94.12770114],1662555472.226681,[8513.24624588],864,[8513.24624588]
[219.87547308],1662555472.2352889,[15121.71895983],1200,[15121.71895983]
[83.75045782],1662555472.2403216,[7564.76620681],736,[7564.76620681]
[39.92186546],1662555472.2657292,[5000.61042608],464,[5000.61042608]
[47.00280796],1662555472.2710748,[5835.55121475],608,[5835.55121475]
[49.32242705],1662555472.2928739,[5711.26846539],576,[5711.26846539]
[63.24014162],1662555472.3167515,[6229.5202051],552,[6229.5202051]
[54.4500061],1662555472.3265393,[5725.5524356],496,[5725.5524356]
[47.12489318],1662555472.3536272,[5194.97008912],448,[5194.97008912]
[92.41850812],1662555472.3592684,[7733.61005982],720,[7733.61005982]
[42.24148456],1662555472.3765957,[5085.33756562],456,[5085.33756562]
[58.11256257],1662555472.3958685,[6135.75875961],608,[6135.75875961]
[72.27444756],1662555472.4097066,[7197.53387865],720,[7197.53387865]
[44.31693322],1662555472.413179,[5325.7233549],496,[5325.7233549]
[267.24453669],1662555472.4181767,[18257.96606031],1376,[18257.96606031]
[105.96996704],1662555472.4267936,[8948.96837993],888,[8948.96837993]
[51.76413136],1662555472.4553723,[5774.87486265],488,[5774.87486265]
[54.69417654],1662555472.4620042,[6087.77926993],656,[6087.77926993]
[39.92186546],1662555472.467497,[5154.19362715],472,[5154.19362715]
[51.03162007],1662555472.4723608,[5556.22024173],488,[5556.22024173]
[46.39238188],1662555472.4987738,[5580.75937004],536,[5580.75937004]
[78.01245269],1662555472.5031078,[7208.15529239],680,[7208.15529239]
[64.82724942],1662555472.5132961,[6723.35490172],776,[6723.35490172]
[94.24978635],1662555472.5171938,[8450.00610426],848,[8450.00610426]
[54.08375046],1662555472.5515883,[6049.32242705],616,[6049.32242705]
[39.67769503],1662555472.5849442,[4910.26736662],432,[4910.26736662]
[61.04260774],1662555472.5935676,[6342.20485899],672,[6342.20485899]
[134.17165181],1662555472.5973501,[10518.25173971],936,[10518.25173971]
[55.1825174],1662555472.60365,[5980.46636552],528,[5980.46636552]
[156.02490538],1662555472.6165767,[11269.56415578],1000,[11269.56415578]
[43.3402515],1662555472.6224363,[5060.67635209],432,[5060.67635209]
[50.54327921],1662555472.6297266,[5566.71957026],512,[5566.71957026]
[44.31693322],1662555472.652613,[5184.10450494],472,[5184.10450494]
[55.1825174],1662555472.6638205,[5974.24001953],592,[5974.24001953]
[69.95482847],1662555472.6747339,[6853.13148578],648,[6853.13148578]
[66.41435722],1662555472.6797407,[6384.20217312],552,[6384.20217312]
[47.97948968],1662555472.699603,[5459.16249542],496,[5459.16249542]
[65.4376755],1662555472.716031,[6447.44231474],624,[6447.44231474]
[73.98364058],1662555472.7203815,[7179.22109632],720,[7179.22109632]
[237.94408497],1662555472.725052,[16399.70699548],1192,[16399.70699548]
[139.78757173],1662555472.730146,[10886.4607496],936,[10886.4607496]
[37.23599072],1662555472.7369888,[4996.21535832],440,[4996.21535832]
[60.79843731],1662555472.7726512,[6342.44902942],616,[6342.44902942]
[37.23599072],1662555472.7767513,[4892.80918081],416,[4892.80918081]
[148.69979246],1662555472.7823684,[11042.48565499],896,[11042.48565499]
[410.57257966],1662555472.7988267,[27008.30179465],1608,[27008.30179465]
[239.89744842],1662555472.8118587,[16157.24575754],1096,[16157.24575754]
[239.89744842],1662555472.8118587,[16157.24575754],1096,[16157.24575754]
[85.33756562],1662555472.83064,[7802.34403614],760,[7802.34403614]
[37.48016115],1662555472.8381262,[4867.65962642],440,[4867.65962642]
[46.63655231],1662555472.8470287,[5550.4822366],576,[5550.4822366]
[40.53229154],1662555472.8872104,[5059.45549994],456,[5059.45549994]
[274.32547918],1662555472.8978395,[17990.96569405],1272,[17990.96569405]
[288.73153461],1662555472.9157257,[19135.51458918],1248,[19135.51458918]
[60.06592602],1662555472.9195116,[6326.21169576],664,[6326.21169576]
[58.60090343],1662555472.9276707,[6207.30069589],640,[6207.30069589]
[120.37602246],1662555472.9505944,[9623.8554511],936,[9623.8554511]
[87.77926993],1662555472.976831,[7623.12293981],760,[7623.12293981]
[41.63105848],1662555472.9846342,[5216.0908314],448,[5216.0908314]
[63.72848248],1662555472.9910345,[6392.50396777],632,[6392.50396777]
[41.14271762],1662555472.996722,[5262.36112807],512,[5262.36112807]
[71.41985106],1662555473.0020604,[6994.87242095],704,[6994.87242095]
[40.89854719],1662555473.0275414,[4818.94762544],424,[4818.94762544]
